0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
0.000000, 0.000000, 
-0.037777, 0.019722, 
0.049148, -0.003378, 
0.146227, -0.079889, 
-0.066669, -0.041113, 
0.055745, -0.026586, 
0.003026, 0.127148, 
0.041950, -0.162059, 
-0.020583, -0.016322, 
0.059211, 0.023940, 
0.054656, 0.101257, 
-0.071778, 0.215739, 
-0.201629, 0.034421, 
0.138278, 0.085857, 
-0.072317, -0.266021, 
-0.056484, -0.041380, 
0.031008, -0.313680, 
0.271216, -0.239653, 
-0.159047, -0.078466, 
-0.015155, -0.082495, 
-0.065047, -0.252138, 
0.093461, 0.158999, 
-0.324820, 0.005918, 
-0.143750, 0.006191, 
0.215020, 0.002619, 
-0.045996, 0.033774, 
-0.137512, 0.193856, 
0.179473, -0.053644, 
0.309136, -0.313363, 
0.054274, -0.045972, 
-0.189931, -0.078979, 
0.150909, 0.122827, 
-0.426140, -0.324103, 
0.108102, 0.189689, 
0.147172, -0.412190, 
0.450963, -0.165720, 
-0.285205, 0.162780, 
-0.064613, -0.112171, 
-0.008293, 0.137209, 
-0.078658, -0.267426, 
0.086235, -0.304615, 
0.177613, -0.012185, 
0.242667, 0.266045, 
0.326015, -0.059754, 
-0.333936, -0.179143, 
0.033172, -0.106122, 
-0.201932, 0.482160, 
0.006006, -0.108832, 
-0.041006, -0.360540, 
0.014122, -0.324020, 
-0.014559, 0.023829, 
0.069561, 0.327822, 
0.217418, 0.477695, 
0.000635, 0.075320, 
0.683040, -0.164308, 
0.038655, 0.544009, 
-0.215657, 0.511558, 
-0.295407, 0.307898, 
0.132514, 0.069797, 
-0.002568, -0.166469, 
-0.116248, 0.037570, 
-0.127452, -0.484006, 
0.071107, -0.394105, 
0.074733, -0.293894, 
-0.370630, 0.052447, 
0.450729, 0.273263, 
0.014367, 0.066107, 
0.114623, 0.153158, 
-0.326839, -0.751836, 
0.289765, -0.246359, 
0.502951, -0.481291, 
-0.245337, -0.547876, 
-0.023586, -0.436691, 
0.110645, -0.297584, 
-0.565825, 0.378622, 
-0.027127, 0.013093, 
-0.137143, 0.404663, 
-0.090389, -0.659225, 
0.548287, -0.767858, 
-0.114889, -0.112784, 
0.140767, 0.014130, 
0.338449, 0.278799, 
-0.630336, -0.163541, 
0.311514, -0.583148, 
-0.444365, -0.495071, 
0.155615, -0.084401, 
0.491685, 0.019959, 
0.131485, 0.768717, 
-0.204125, -0.159595, 
-0.546619, -0.050500, 
0.172494, 0.253706, 
0.102168, -0.639180, 
-0.230946, -0.244521, 
-0.279676, -0.110331, 
-0.202140, -0.226723, 
0.097692, 0.347974, 
-0.328816, -0.011780, 
-0.370745, -0.395927, 
0.791335, 0.835553, 
-0.150062, -0.069586, 
-0.010663, -0.349417, 
0.401932, -0.349862, 
-0.125610, 0.158386, 
0.193152, 0.453832, 
0.443924, -0.859885, 
-0.297455, -0.694938, 
0.197718, 0.984759, 
0.059763, -0.004007, 
-0.156313, 0.235182, 
-0.409097, -0.498407, 
0.005539, -0.519699, 
-0.513698, 0.893979, 
0.204018, -0.220759, 
