0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.235541, 
0.235541, 
0.235541, 
0.235541, 
-0.952582, 
-0.952582, 
-0.952582, 
-0.952582, 
-1.349999, 
-1.349999, 
-1.349999, 
-1.349999, 
-0.487830, 
-0.487830, 
-0.487830, 
-0.487830, 
-0.511005, 
-0.511005, 
-0.511005, 
-0.511005, 
-0.828757, 
-0.828757, 
-0.828757, 
-0.828757, 
-2.408068, 
-2.408068, 
-2.408068, 
-2.408068, 
-1.344595, 
-1.344595, 
-1.344595, 
-1.344595, 
-1.398567, 
-1.398567, 
-1.398567, 
-1.398567, 
-1.491150, 
-1.491150, 
-1.491150, 
-1.491150, 
-1.862106, 
-1.862106, 
-1.862106, 
-1.862106, 
-2.565178, 
-2.565178, 
-2.565178, 
-2.565178, 
-2.322525, 
-2.322525, 
-2.322525, 
-2.322525, 
-1.294523, 
-1.294523, 
-1.294523, 
-1.294523, 
-2.631799, 
-2.631799, 
-2.631799, 
-2.631799, 
-2.784410, 
-2.784410, 
-2.784410, 
-2.784410, 
-0.772437, 
-0.772437, 
-0.772437, 
-0.772437, 
-1.784510, 
-1.784510, 
-1.784510, 
-1.784510, 
-1.882507, 
-1.882507, 
-1.882507, 
-1.882507, 
-1.406450, 
-1.406450, 
-1.406450, 
-1.406450, 
-2.060811, 
-2.060811, 
-2.060811, 
-2.060811, 
-4.498940, 
-4.498940, 
-4.498940, 
-4.498940, 
-2.543118, 
-2.543118, 
-2.543118, 
-2.543118, 
-2.408313, 
-2.408313, 
-2.408313, 
-2.408313, 
-3.448441, 
-3.448441, 
-3.448441, 
-3.448441, 
-3.796841, 
-3.796841, 
-3.796841, 
-3.796841, 
-2.059531, 
-2.059531, 
-2.059531, 
-2.059531, 
-1.666873, 
-1.666873, 
-1.666873, 
-1.666873, 
-1.432304, 
-1.432304, 
-1.432304, 
-1.432304, 
-0.760253, 
-0.760253, 
-0.760253, 
-0.760253, 
-0.453199, 
-0.453199, 
-0.453199, 
-0.453199, 
-3.216708, 
-3.216708, 
-3.216708, 
-3.216708, 
-2.341480, 
-2.341480, 
-2.341480, 
-2.341480, 
1.717643, 
1.717643, 
1.717643, 
1.717643, 
-0.020479, 
-0.020479, 
-0.020479, 
-0.020479, 
-1.930447, 
-1.930447, 
-1.930447, 
-1.930447, 
-2.140057, 
-2.140057, 
-2.140057, 
-2.140057, 
1.651768, 
1.651768, 
1.651768, 
1.651768, 
-3.668813, 
-3.668813, 
-3.668813, 
-3.668813, 
-2.006801, 
-2.006801, 
-2.006801, 
-2.006801, 
4.604515, 
4.604515, 
4.604515, 
4.604515, 
-1.222710, 
-1.222710, 
-1.222710, 
-1.222710, 
1.403654, 
1.403654, 
1.403654, 
1.403654, 
-7.213972, 
-7.213972, 
-7.213972, 
-7.213972, 
-1.203790, 
-1.203790, 
-1.203790, 
-1.203790, 
-0.330025, 
-0.330025, 
-0.330025, 
-0.330025, 
4.726764, 
4.726764, 
4.726764, 
4.726764, 
1.933808, 
1.933808, 
1.933808, 
1.933808, 
-4.991418, 
-4.991418, 
-4.991418, 
-4.991418, 
-6.558526, 
-6.558526, 
-6.558526, 
-6.558526, 
1.514996, 
1.514996, 
1.514996, 
1.514996, 
2.967495, 
2.967495, 
2.967495, 
2.967495, 
-0.589916, 
-0.589916, 
-0.589916, 
-0.589916, 
2.597252, 
2.597252, 
2.597252, 
2.597252, 
5.443933, 
5.443933, 
5.443933, 
5.443933, 
-3.355589, 
-3.355589, 
-3.355589, 
-3.355589, 
2.093924, 
2.093924, 
2.093924, 
2.093924, 
3.294675, 
3.294675, 
3.294675, 
3.294675, 
-3.661110, 
-3.661110, 
-3.661110, 
-3.661110, 
6.045839, 
6.045839, 
6.045839, 
6.045839, 
0.015536, 
0.015536, 
0.015536, 
0.015536, 
-4.127452, 
-4.127452, 
-4.127452, 
-4.127452, 
2.788859, 
2.788859, 
2.788859, 
2.788859, 
-0.887789, 
-0.887789, 
-0.887789, 
-0.887789, 
-1.600062, 
-1.600062, 
-1.600062, 
-1.600062, 
-6.978682, 
-6.978682, 
-6.978682, 
-6.978682, 
2.854291, 
2.854291, 
2.854291, 
2.854291, 
3.687541, 
3.687541, 
3.687541, 
3.687541, 
-1.943985, 
-1.943985, 
-1.943985, 
-1.943985, 
-3.541976, 
-3.541976, 
-3.541976, 
-3.541976, 
-1.885496, 
-1.885496, 
-1.885496, 
-1.885496, 
1.408036, 
1.408036, 
1.408036, 
1.408036, 
2.435268, 
2.435268, 
2.435268, 
2.435268, 
5.269744, 
5.269744, 
5.269744, 
5.269744, 
4.643693, 
4.643693, 
4.643693, 
4.643693, 
-1.434534, 
-1.434534, 
-1.434534, 
-1.434534, 
-0.083553, 
-0.083553, 
-0.083553, 
-0.083553, 
-4.697333, 
-4.697333, 
-4.697333, 
-4.697333, 
-1.945538, 
-1.945538, 
-1.945538, 
-1.945538, 
-2.189927, 
-2.189927, 
-2.189927, 
-2.189927, 
2.111221, 
2.111221, 
2.111221, 
2.111221, 
2.708508, 
2.708508, 
2.708508, 
2.708508, 
1.352046, 
1.352046, 
1.352046, 
1.352046, 
-7.039542, 
-7.039542, 
-7.039542, 
-7.039542, 
4.859982, 
4.859982, 
4.859982, 
4.859982, 
-2.221161, 
-2.221161, 
-2.221161, 
-2.221161, 
-2.925085, 
-2.925085, 
-2.925085, 
-2.925085, 
0.532348, 
0.532348, 
0.532348, 
0.532348, 
3.147412, 
3.147412, 
3.147412, 
3.147412, 
-0.227618, 
-0.227618, 
-0.227618, 
-0.227618, 
-3.630275, 
-3.630275, 
-3.630275, 
-3.630275, 
-3.322273, 
-3.322273, 
-3.322273, 
-3.322273, 
2.340294, 
2.340294, 
2.340294, 
2.340294, 
1.327078, 
1.327078, 
1.327078, 
1.327078, 
0.244627, 
0.244627, 
0.244627, 
0.244627, 
7.061317, 
7.061317, 
7.061317, 
7.061317, 
-2.791351, 
-2.791351, 
-2.791351, 
-2.791351, 
-2.908635, 
-2.908635, 
-2.908635, 
-2.908635, 
6.830311, 
6.830311, 
6.830311, 
6.830311, 
-3.397595, 
-3.397595, 
-3.397595, 
-3.397595, 
-2.607904, 
-2.607904, 
-2.607904, 
-2.607904, 
-0.008054, 
-0.008054, 
-0.008054, 
-0.008054, 
-4.576527, 
-4.576527, 
-4.576527, 
-4.576527, 
-0.559740, 
-0.559740, 
-0.559740, 
-0.559740, 
3.953690, 
3.953690, 
3.953690, 
3.953690, 
0.945138, 
0.945138, 
0.945138, 
0.945138, 
2.025263, 
2.025263, 
2.025263, 
2.025263, 
3.579652, 
3.579652, 
3.579652, 
3.579652, 
2.507020, 
2.507020, 
2.507020, 
2.507020, 
6.359812, 
6.359812, 
6.359812, 
6.359812, 
-2.442235, 
-2.442235, 
-2.442235, 
-2.442235, 
0.991037, 
0.991037, 
0.991037, 
0.991037, 
4.506922, 
4.506922, 
4.506922, 
4.506922, 
6.611819, 
6.611819, 
6.611819, 
6.611819, 
-7.489547, 
-7.489547, 
-7.489547, 
-7.489547, 
-2.088977, 
-2.088977, 
-2.088977, 
-2.088977, 
7.499818, 
7.499818, 
7.499818, 
7.499818, 
